location_name,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted
Alabama,1.1823677889320616,1.1823677889320616,1.1823677889320616,57.9736800717485,57.9736800717485,57.9736800717485,1.18,1.18,1.18,58,58,58,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,1.2666673528648134,1.2666673528648134,1.2666673528648134,62.1070436455646,62.1070436455646,62.1070436455646,1.27,1.27,1.27,62,62,62,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,1.5396949479286528,1.5396949479286528,1.5396949479286528,75.4940917325955,75.4940917325955,75.4940917325955,1.54,1.54,1.54,75,75,75,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,1.7910513119999285,1.7910513119999285,1.7910513119999285,87.8185592722837,87.8185592722837,87.8185592722837,1.79,1.79,1.79,88,88,88,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,2.029259704396222,2.029259704396222,2.029259704396222,99.4983574369999,99.4983574369999,99.4983574369999,2.03,2.03,2.03,99,99,99,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,2.250213393280674,2.250213393280674,2.250213393280674,110.332125567329,110.332125567329,110.332125567329,2.25,2.25,2.25,110,110,110,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,2.7036685874565816,2.7036685874565816,2.7036685874565816,132.565872629883,132.565872629883,132.565872629883,2.7,2.7,2.7,133,133,133,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,2.8511121929841523,2.8511121929841523,2.8511121929841523,139.79530537957,139.79530537957,139.79530537957,2.85,2.85,2.85,140,140,140,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,2.925044453445709,2.925044453445709,2.925044453445709,143.420340884682,143.420340884682,143.420340884682,2.93,2.93,2.93,143,143,143,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,2.9935129687037305,2.9935129687037305,2.9935129687037305,146.777478854536,146.777478854536,146.777478854536,2.99,2.99,2.99,147,147,147,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.0682534031048387,3.0682534031048387,3.0682534031048387,150.442140623026,150.442140623026,150.442140623026,3.07,3.07,3.07,150,150,150,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.1841081579469668,3.1841081579469668,3.1841081579469668,156.122713584232,156.122713584232,156.122713584232,3.18,3.18,3.18,156,156,156,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.2833888189932052,3.2833888189932052,3.2833888189932052,160.990628064552,160.990628064552,160.990628064552,3.28,3.28,3.28,161,161,161,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.341676040281103,3.341676040281103,3.341676040281103,163.848558355657,163.848558355657,163.848558355657,3.34,3.34,3.34,164,164,164,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.4092485424488777,3.4092485424488777,3.4092485424488777,167.161763146072,167.161763146072,167.161763146072,3.41,3.41,3.41,167,167,167,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.480544536932912,3.480544536932912,3.480544536932912,170.657537653214,170.657537653214,170.657537653214,3.48,3.48,3.48,171,171,171,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.6017935096655744,3.6017935096655744,3.6017935096655744,176.602599096896,176.602599096896,176.602599096896,3.6,3.6,3.6,177,177,177,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.7237689995534535,3.7237689995534535,3.7237689995534535,182.583283020755,182.583283020755,182.583283020755,3.72,3.72,3.72,183,183,183,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,3.9918400858699195,3.9918400858699195,3.9918400858699195,195.727304314361,195.727304314361,195.727304314361,3.99,3.99,3.99,196,196,196,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,4.418090004970525,4.418090004970525,4.418090004970525,216.627126410214,216.627126410214,216.627126410214,4.42,4.42,4.42,217,217,217,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,4.754898037878013,4.754898037878013,4.754898037878013,233.141447358529,233.141447358529,233.141447358529,4.75,4.75,4.75,233,233,233,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,5.265725090113039,5.265725090113039,5.265725090113039,258.188242759659,258.188242759659,258.188242759659,5.27,5.27,5.27,258,258,258,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,5.995637067691715,5.995637067691715,5.995637067691715,293.9771773575,293.9771773575,293.9771773575,6,6,6,294,294,294,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Alabama,0.8251783424033173,0.8251783424033173,0.8251783424033173,40.4600207079681,40.4600207079681,40.4600207079681,0.83,0.83,0.83,40,40,40,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.0250460496744218,1.0250460496744218,1.0250460496744218,50.2599041507288,50.2599041507288,50.2599041507288,1.03,1.03,1.03,50,50,50,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.177827879724883,1.177827879724883,1.177827879724883,57.7510799244885,57.7510799244885,57.7510799244885,1.18,1.18,1.18,58,58,58,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.4029994681387443,1.4029994681387443,1.4029994681387443,68.7916594718587,68.7916594718587,68.7916594718587,1.4,1.4,1.4,69,69,69,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.6673768161816553,1.6673768161816553,1.6673768161816553,81.7545699444965,81.7545699444965,81.7545699444965,1.67,1.67,1.67,82,82,82,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.7601425513012459,1.7601425513012459,1.7601425513012459,86.30304555402,86.30304555402,86.30304555402,1.76,1.76,1.76,86,86,86,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.8244374773970775,1.8244374773970775,1.8244374773970775,89.4555447261119,89.4555447261119,89.4555447261119,1.82,1.82,1.82,89,89,89,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.9014264522446245,1.9014264522446245,1.9014264522446245,93.2304565924906,93.2304565924906,93.2304565924906,1.9,1.9,1.9,93,93,93,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,1.956605260435886,1.956605260435886,1.956605260435886,95.9359756389033,95.9359756389033,95.9359756389033,1.96,1.96,1.96,96,96,96,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.0194982173574747,2.0194982173574747,2.0194982173574747,99.0197336687391,99.0197336687391,99.0197336687391,2.02,2.02,2.02,99,99,99,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.0956929207423336,2.0956929207423336,2.0956929207423336,102.7557009359,102.7557009359,102.7557009359,2.1,2.1,2.1,103,103,103,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.2015370047454255,2.2015370047454255,2.2015370047454255,107.945432186127,107.945432186127,107.945432186127,2.2,2.2,2.2,108,108,108,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.27935795075711,2.27935795075711,2.27935795075711,111.76113713783,111.76113713783,111.76113713783,2.28,2.28,2.28,112,112,112,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.3961410875970417,2.3961410875970417,2.3961410875970417,117.487230385895,117.487230385895,117.487230385895,2.4,2.4,2.4,117,117,117,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.467302364664111,2.467302364664111,2.467302364664111,120.976399448856,120.976399448856,120.976399448856,2.47,2.47,2.47,121,121,121,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.520260706225117,2.520260706225117,2.520260706225117,123.573044908524,123.573044908524,123.573044908524,2.52,2.52,2.52,124,124,124,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.5478922696385715,2.5478922696385715,2.5478922696385715,124.927871581078,124.927871581078,124.927871581078,2.55,2.55,2.55,125,125,125,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.6152988582449774,2.6152988582449774,2.6152988582449774,128.232941322639,128.232941322639,128.232941322639,2.62,2.62,2.62,128,128,128,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.728419537944581,2.728419537944581,2.728419537944581,133.779457521568,133.779457521568,133.779457521568,2.73,2.73,2.73,134,134,134,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,2.880270681200077,2.880270681200077,2.880270681200077,141.225,141.225,141.225,2.88,2.88,2.88,141,141,141,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,3.088492862890815,3.088492862890815,3.088492862890815,151.434518779333,151.434518779333,151.434518779333,3.09,3.09,3.09,151,151,151,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,3.4066173002278113,3.4066173002278113,3.4066173002278113,167.032748472175,167.032748472175,167.032748472175,3.41,3.41,3.41,167,167,167,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,3.553743580616987,3.553743580616987,3.553743580616987,174.246622183275,174.246622183275,174.246622183275,3.55,3.55,3.55,174,174,174,wk inc covid hosp,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024"
Alabama,0.9264165490296552,0.9264165490296552,0.9264165490296552,45.4239172695397,45.4239172695397,45.4239172695397,0.93,0.93,0.93,45,45,45,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,1.0231316081047932,1.0231316081047932,1.0231316081047932,50.166035538853,50.166035538853,50.166035538853,1.02,1.02,1.02,50,50,50,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,1.1159056594683987,1.1159056594683987,1.1159056594683987,54.7149189092056,54.7149189092056,54.7149189092056,1.12,1.12,1.12,55,55,55,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
